"","date","station","mean_airtemp","daily_precip","mean_windspeed"
"456",1989-08-30,"Toolik Field Station",9.5,0,NA
"457",1989-08-31,"Toolik Field Station",7.7,0,2.6
"458",1989-09-01,"Toolik Field Station",8.3,0,2.7
"459",1989-09-02,"Toolik Field Station",2.7,3.3,2.8
"460",1989-09-03,"Toolik Field Station",4.7,0.3,1.6
"461",1989-09-04,"Toolik Field Station",8.4,0.5,2.2
"462",1989-09-05,"Toolik Field Station",7.6,1.8,2.8
"463",1989-09-06,"Toolik Field Station",5.9,4.1,3.2
"464",1989-09-07,"Toolik Field Station",7.8,0,4.6
"465",1989-09-08,"Toolik Field Station",12.1,0,5.1
"466",1989-09-09,"Toolik Field Station",13.9,0,4.9
"467",1989-09-10,"Toolik Field Station",11.1,1.8,4.2
"468",1989-09-11,"Toolik Field Station",7.1,11.9,2.5
"469",1989-09-12,"Toolik Field Station",5.3,4.1,3.1
"470",1989-09-13,"Toolik Field Station",0.9,2.8,2.7
"471",1989-09-14,"Toolik Field Station",-2.8,2.5,5.6
"472",1989-09-15,"Toolik Field Station",-5.8,5.1,2.6
"473",1989-09-16,"Toolik Field Station",-7.9,2.5,2.6
"474",1989-09-17,"Toolik Field Station",-5.4,0,2.2
"475",1989-09-18,"Toolik Field Station",-5.9,0,1.9
"476",1989-09-19,"Toolik Field Station",-11.5,0,2.6
"477",1989-09-20,"Toolik Field Station",-13.4,0,1
"478",1989-09-21,"Toolik Field Station",-12.4,0,2.7
"479",1989-09-22,"Toolik Field Station",-8.7,0,1.8
"480",1989-09-23,"Toolik Field Station",-5.7,0,2
"481",1989-09-24,"Toolik Field Station",1.4,0,3.5
"482",1989-09-25,"Toolik Field Station",1.8,7.6,2.3
"483",1989-09-26,"Toolik Field Station",3.1,0,1.7
"484",1989-09-27,"Toolik Field Station",1.7,0,2.5
"485",1989-09-28,"Toolik Field Station",0.8,0,5.9
"486",1989-09-29,"Toolik Field Station",2.9,0,7.1
"487",1989-09-30,"Toolik Field Station",0.6,0,3.5
"488",1989-10-01,"Toolik Field Station",2.5,0,3.8
"489",1989-10-02,"Toolik Field Station",1.7,0,2.3
"490",1989-10-03,"Toolik Field Station",0.8,0,3.9
"491",1989-10-04,"Toolik Field Station",2.5,2.5,4.5
"492",1989-10-05,"Toolik Field Station",1.5,0,5.1
"493",1989-10-06,"Toolik Field Station",3,0,4
"494",1989-10-07,"Toolik Field Station",-1.2,0,3.3
"495",1989-10-08,"Toolik Field Station",-3.9,0,3.7
"496",1989-10-09,"Toolik Field Station",-7.6,0,2.9
"497",1989-10-10,"Toolik Field Station",-8.1,0,2.8
"498",1989-10-11,"Toolik Field Station",-9.5,0,2.8
"499",1989-10-12,"Toolik Field Station",-10.3,0,4.6
"500",1989-10-13,"Toolik Field Station",-12.1,0,3.5
"501",1989-10-14,"Toolik Field Station",-4.1,0,6.1
"502",1989-10-15,"Toolik Field Station",-3.9,0,3.1
"503",1989-10-16,"Toolik Field Station",-5.1,0,2.3
"504",1989-10-17,"Toolik Field Station",-10.1,0,4.4
"505",1989-10-18,"Toolik Field Station",-15.5,0,3
"506",1989-10-19,"Toolik Field Station",-7.4,0,6.2
"507",1989-10-20,"Toolik Field Station",-13.7,0,4.5
"508",1989-10-21,"Toolik Field Station",-25,0,3.6
"509",1989-10-22,"Toolik Field Station",-22.1,0,4.7
"510",1989-10-23,"Toolik Field Station",-11.6,0,5.3
"511",1989-10-24,"Toolik Field Station",-17.8,0,1.6
"512",1989-10-25,"Toolik Field Station",-20.3,0,1.2
"513",1989-10-26,"Toolik Field Station",-27.7,0,2.5
"514",1989-10-27,"Toolik Field Station",-27.5,0,2.3
"515",1989-10-28,"Toolik Field Station",-28.9,0,2.1
"516",1989-10-29,"Toolik Field Station",-30.8,0,1.7
"517",1989-10-30,"Toolik Field Station",-27.9,0,2.6
"518",1989-10-31,"Toolik Field Station",-20.7,0,2.5
"519",1989-11-01,"Toolik Field Station",-17.4,0,2.6
"520",1989-11-02,"Toolik Field Station",-16.3,0,1.4
"521",1989-11-03,"Toolik Field Station",-21.1,0,1.4
"522",1989-11-04,"Toolik Field Station",-29,0,1.4
"523",1989-11-05,"Toolik Field Station",-31.9,0,2.3
"524",1989-11-06,"Toolik Field Station",-25,0,3.8
"525",1989-11-07,"Toolik Field Station",-25.4,0,6.2
"526",1989-11-08,"Toolik Field Station",-29.6,0,4.9
"527",1989-11-09,"Toolik Field Station",-28.8,0,4.7
"528",1989-11-10,"Toolik Field Station",-28.6,0,5
"529",1989-11-11,"Toolik Field Station",-28.3,0,3.3
"530",1989-11-12,"Toolik Field Station",-26,0,3.3
"531",1989-11-13,"Toolik Field Station",-25,0,2.8
"532",1989-11-14,"Toolik Field Station",-25,0,4.1
"533",1989-11-15,"Toolik Field Station",-24.5,0,3.8
"534",1989-11-16,"Toolik Field Station",-12.5,5.1,7.2
"535",1989-11-17,"Toolik Field Station",-21.2,0,2.3
"536",1989-11-18,"Toolik Field Station",-26.6,0,0.8
"537",1989-11-19,"Toolik Field Station",-26.8,0,1.4
"538",1989-11-20,"Toolik Field Station",-25.3,0,2.6
"539",1989-11-21,"Toolik Field Station",-30.6,0,2.2
"540",1989-11-22,"Toolik Field Station",-33.1,0,1.6
"541",1989-11-23,"Toolik Field Station",-33.9,0,2.3
"542",1989-11-24,"Toolik Field Station",-34.3,0,2
"543",1989-11-25,"Toolik Field Station",-37.5,0,0.4
"544",1989-11-26,"Toolik Field Station",-33.6,0,1.7
"545",1989-11-27,"Toolik Field Station",-30.3,0,2.6
"546",1989-11-28,"Toolik Field Station",-30.4,0,3.3
"547",1989-11-29,"Toolik Field Station",-26.8,0,2.8
"548",1989-11-30,"Toolik Field Station",-24.9,0,4
"549",1989-12-01,"Toolik Field Station",-22.3,0,3.7
"550",1989-12-02,"Toolik Field Station",-29.1,0,2.2
"551",1989-12-03,"Toolik Field Station",-20.5,2.5,1.8
"552",1989-12-04,"Toolik Field Station",-11.9,0,1.9
"553",1989-12-05,"Toolik Field Station",-9.5,0,3.4
"554",1989-12-06,"Toolik Field Station",-8.5,0,3.7
"555",1989-12-07,"Toolik Field Station",-17.1,0,3.1
"556",1989-12-08,"Toolik Field Station",-12.9,0,5.2
"557",1989-12-09,"Toolik Field Station",-10.6,0,6.8
"558",1989-12-10,"Toolik Field Station",-16.9,0,2.7
"559",1989-12-11,"Toolik Field Station",-22.6,0,2
"560",1989-12-12,"Toolik Field Station",-20.1,0,1.3
"561",1989-12-13,"Toolik Field Station",-16.5,0,1.7
"562",1989-12-14,"Toolik Field Station",-16.6,0,2.3
"563",1989-12-15,"Toolik Field Station",-6.6,0,4.4
"564",1989-12-16,"Toolik Field Station",-5.3,5.1,6.5
"565",1989-12-17,"Toolik Field Station",-7.3,0,4.5
"566",1989-12-18,"Toolik Field Station",-15.6,0,1.5
"567",1989-12-19,"Toolik Field Station",-19.6,0,4.6
"568",1989-12-20,"Toolik Field Station",-22.2,0,4.3
"569",1989-12-21,"Toolik Field Station",-20,0,4.8
"570",1989-12-22,"Toolik Field Station",-34.5,0,1.7
"571",1989-12-23,"Toolik Field Station",-39.2,0,1.5
"572",1989-12-24,"Toolik Field Station",-27.3,0,1.5
"573",1989-12-25,"Toolik Field Station",-24,0,1.4
"574",1989-12-26,"Toolik Field Station",-21.7,0,2.7
"575",1989-12-27,"Toolik Field Station",-25.1,0,3.2
"576",1989-12-28,"Toolik Field Station",-24.7,0,1.4
"577",1989-12-29,"Toolik Field Station",-28.2,NA,2.5
"578",1989-12-30,"Toolik Field Station",-38.8,NA,2.1
"579",1989-12-31,"Toolik Field Station",-38.8,NA,1.8
"580",1990-01-01,"Toolik Field Station",-35,NA,2.1
"581",1990-01-02,"Toolik Field Station",-28.2,NA,4.1
"582",1990-01-03,"Toolik Field Station",-28.2,NA,2.9
"583",1990-01-04,"Toolik Field Station",-36.7,NA,1.6
"584",1990-01-05,"Toolik Field Station",-38.9,NA,1.5
"585",1990-01-06,"Toolik Field Station",-39.1,NA,1
"586",1990-01-07,"Toolik Field Station",-36.8,NA,0.8
"587",1990-01-08,"Toolik Field Station",-33.4,NA,2
"588",1990-01-09,"Toolik Field Station",-34.2,NA,2.3
"589",1990-01-10,"Toolik Field Station",-32.9,NA,3.4
"590",1990-01-11,"Toolik Field Station",-24.3,NA,2.7
"591",1990-01-12,"Toolik Field Station",-18.5,NA,2.7
"592",1990-01-13,"Toolik Field Station",-28.2,NA,1.3
"593",1990-01-14,"Toolik Field Station",-31.6,NA,1.5
"594",1990-01-15,"Toolik Field Station",-24.6,NA,1.6
"595",1990-01-16,"Toolik Field Station",-16.4,NA,1.5
"596",1990-01-17,"Toolik Field Station",-23.9,NA,1.2
"597",1990-01-18,"Toolik Field Station",-38.8,NA,1.2
"598",1990-01-19,"Toolik Field Station",-39.6,NA,1.1
"599",1990-01-20,"Toolik Field Station",-33.1,NA,0.8
"600",1990-01-21,"Toolik Field Station",-31.5,NA,0.9
"601",1990-01-22,"Toolik Field Station",-36.4,NA,1
"602",1990-01-23,"Toolik Field Station",-36.8,NA,1.2
"603",1990-01-24,"Toolik Field Station",-24.9,NA,3.3
"604",1990-01-25,"Toolik Field Station",-31.4,NA,2.4
"605",1990-01-26,"Toolik Field Station",-33.7,NA,2.5
"606",1990-01-27,"Toolik Field Station",-40.5,NA,1.5
"607",1990-01-28,"Toolik Field Station",-37.8,NA,2.2
"608",1990-01-29,"Toolik Field Station",-35.8,NA,2.7
"609",1990-01-30,"Toolik Field Station",-28.3,NA,5
"610",1990-01-31,"Toolik Field Station",-22.1,NA,6.4
"611",1990-02-01,"Toolik Field Station",-24.5,NA,3.2
"612",1990-02-02,"Toolik Field Station",-33.9,NA,2.5
"613",1990-02-03,"Toolik Field Station",-37.2,NA,2.4
"614",1990-02-04,"Toolik Field Station",-39.1,NA,2.1
"615",1990-02-05,"Toolik Field Station",-37.5,NA,2.6
"616",1990-02-06,"Toolik Field Station",-35.5,NA,3.7
"617",1990-02-07,"Toolik Field Station",-32,NA,3.1
"618",1990-02-08,"Toolik Field Station",-40,NA,1.9
"619",1990-02-09,"Toolik Field Station",-40.6,NA,1.7
"620",1990-02-10,"Toolik Field Station",-31.5,NA,3.6
"621",1990-02-11,"Toolik Field Station",-31.8,NA,3.3
"622",1990-02-12,"Toolik Field Station",-31.9,NA,3.4
"623",1990-02-13,"Toolik Field Station",-29,NA,2.3
"624",1990-02-14,"Toolik Field Station",-32.4,NA,3.9
"625",1990-02-15,"Toolik Field Station",-16.5,NA,10
"626",1990-02-16,"Toolik Field Station",-17.1,NA,5.3
"627",1990-02-17,"Toolik Field Station",-31.2,NA,1.7
"628",1990-02-18,"Toolik Field Station",-37.3,NA,2.4
"629",1990-02-19,"Toolik Field Station",-34.7,NA,4
"630",1990-02-20,"Toolik Field Station",-36.2,NA,2.8
"631",1990-02-21,"Toolik Field Station",-35.8,NA,2.4
"632",1990-02-22,"Toolik Field Station",-36.4,NA,2.9
"633",1990-02-23,"Toolik Field Station",-33,NA,2.6
"634",1990-02-24,"Toolik Field Station",-29.6,NA,3.4
"635",1990-02-25,"Toolik Field Station",-14.4,NA,9
"636",1990-02-26,"Toolik Field Station",-17.3,NA,6.5
"637",1990-02-27,"Toolik Field Station",-31,NA,1.6
"638",1990-02-28,"Toolik Field Station",-29.8,NA,5.1
"639",1990-03-01,"Toolik Field Station",-21,NA,4.8
"640",1990-03-02,"Toolik Field Station",-12.5,0,5.5
"641",1990-03-03,"Toolik Field Station",-10,0,3.9
"642",1990-03-04,"Toolik Field Station",-14.9,0,4
"643",1990-03-05,"Toolik Field Station",-25.4,0,2
"644",1990-03-06,"Toolik Field Station",-28.6,0,0.9
"645",1990-03-07,"Toolik Field Station",-24.6,0,2.6
"646",1990-03-08,"Toolik Field Station",-23.9,2.5,2.5
"647",1990-03-09,"Toolik Field Station",-23,0,2.4
"648",1990-03-10,"Toolik Field Station",-17.1,0,4.2
"649",1990-03-11,"Toolik Field Station",-17.1,5.1,2.8
"650",1990-03-12,"Toolik Field Station",-20.7,0,1.6
"651",1990-03-13,"Toolik Field Station",-25.2,0,2
"652",1990-03-14,"Toolik Field Station",-26.2,0,2.4
"653",1990-03-15,"Toolik Field Station",-15.1,0,10.1
"654",1990-03-16,"Toolik Field Station",-2.1,0,9.9
"655",1990-03-17,"Toolik Field Station",-10.6,0,5
"656",1990-03-18,"Toolik Field Station",-20.3,0,4.1
"657",1990-03-19,"Toolik Field Station",-15.7,0,5.4
"658",1990-03-20,"Toolik Field Station",-9.8,0,5.2
"659",1990-03-21,"Toolik Field Station",-5.8,0,6.9
"660",1990-03-22,"Toolik Field Station",-3.3,2.5,4.5
"661",1990-03-23,"Toolik Field Station",-11.2,0,3.3
"662",1990-03-24,"Toolik Field Station",-11.5,0,1.6
"663",1990-03-25,"Toolik Field Station",-13.4,0,1.8
"664",1990-03-26,"Toolik Field Station",-9,0,2.7
"665",1990-03-27,"Toolik Field Station",-11.1,2.5,1.7
"666",1990-03-28,"Toolik Field Station",-14.2,0,0.9
"667",1990-03-29,"Toolik Field Station",-4,0,2.9
"668",1990-03-30,"Toolik Field Station",-3.9,5.1,4.7
"669",1990-03-31,"Toolik Field Station",-6.8,2.5,2.9
"670",1990-04-01,"Toolik Field Station",-9.2,0,3.4
"671",1990-04-02,"Toolik Field Station",-8.2,0,5.4
"672",1990-04-03,"Toolik Field Station",-4.9,0,5.8
"673",1990-04-04,"Toolik Field Station",-3.5,0,4.1
"674",1990-04-05,"Toolik Field Station",-7.2,2.5,3.6
"675",1990-04-06,"Toolik Field Station",-12.6,0,2.5
"676",1990-04-07,"Toolik Field Station",-6.3,0,5
"677",1990-04-08,"Toolik Field Station",-0.7,0,6.6
"678",1990-04-09,"Toolik Field Station",-0.7,0,4.9
"679",1990-04-10,"Toolik Field Station",-11.4,0,4.6
"680",1990-04-11,"Toolik Field Station",-11.6,0,4.9
"681",1990-04-12,"Toolik Field Station",-6,0,4.1
"682",1990-04-13,"Toolik Field Station",-8,0,3.2
"683",1990-04-14,"Toolik Field Station",-7.4,0,4
"684",1990-04-15,"Toolik Field Station",-6.4,0,3.7
"685",1990-04-16,"Toolik Field Station",-10.5,0,3
"686",1990-04-17,"Toolik Field Station",-12.9,0,2.6
"687",1990-04-18,"Toolik Field Station",-17,0,2.2
"688",1990-04-19,"Toolik Field Station",-19.5,0,1.4
"689",1990-04-20,"Toolik Field Station",-15.3,0,1.8
"690",1990-04-21,"Toolik Field Station",-3.5,0,2.6
"691",1990-04-22,"Toolik Field Station",-6,0,2
"692",1990-04-23,"Toolik Field Station",-12.3,0,2.3
"693",1990-04-24,"Toolik Field Station",-11,0,1.8
"694",1990-04-25,"Toolik Field Station",-4,0,7.3
"695",1990-04-26,"Toolik Field Station",-2.2,0,4.3
"696",1990-04-27,"Toolik Field Station",-3.6,0,3.3
"697",1990-04-28,"Toolik Field Station",-4.3,0,6.3
"698",1990-04-29,"Toolik Field Station",-13.4,2.5,3.4
"699",1990-04-30,"Toolik Field Station",-15,5.1,2.1
"700",1990-05-01,"Toolik Field Station",-12.2,0,2.1
"701",1990-05-02,"Toolik Field Station",-5.3,0,2.3
"702",1990-05-03,"Toolik Field Station",-4.4,0,3
"703",1990-05-04,"Toolik Field Station",-4.7,0,2.8
"704",1990-05-05,"Toolik Field Station",-4.7,0,2.4
"705",1990-05-06,"Toolik Field Station",-2.1,0,3.9
"706",1990-05-07,"Toolik Field Station",0,0,2.8
"707",1990-05-08,"Toolik Field Station",0.9,0,3.4
"708",1990-05-09,"Toolik Field Station",2.7,0,3
"709",1990-05-10,"Toolik Field Station",4.2,0,1.9
"710",1990-05-11,"Toolik Field Station",3.9,0,1.5
"711",1990-05-12,"Toolik Field Station",5.2,0,2.7
"712",1990-05-13,"Toolik Field Station",3.9,0.5,2.3
"713",1990-05-14,"Toolik Field Station",4.9,0,1.8
"714",1990-05-15,"Toolik Field Station",3.7,0,2.7
"715",1990-05-16,"Toolik Field Station",7.7,0,2.7
"716",1990-05-17,"Toolik Field Station",10,0,4.1
"717",1990-05-18,"Toolik Field Station",11.5,0,2.8
"718",1990-05-19,"Toolik Field Station",9.8,0,3.8
"719",1990-05-20,"Toolik Field Station",9.1,0.5,2.8
"720",1990-05-21,"Toolik Field Station",5.4,3.3,2.5
"721",1990-05-22,"Toolik Field Station",2.7,3.6,2.8
"722",1990-05-23,"Toolik Field Station",4.8,0.5,3
"723",1990-05-24,"Toolik Field Station",4,0,3.6
"724",1990-05-25,"Toolik Field Station",10.2,0,3.5
"725",1990-05-26,"Toolik Field Station",12.6,0,3.6
"726",1990-05-27,"Toolik Field Station",10.9,0,3.6
"727",1990-05-28,"Toolik Field Station",9.4,0,3.4
"728",1990-05-29,"Toolik Field Station",8.5,0,3.3
"729",1990-05-30,"Toolik Field Station",9.7,0,2.6
"730",1990-05-31,"Toolik Field Station",11.9,0,2.8
"731",1990-06-01,"Toolik Field Station",10.6,0,3
"732",1990-06-02,"Toolik Field Station",9.3,0,2.8
"733",1990-06-03,"Toolik Field Station",7.1,0,2.8
"734",1990-06-04,"Toolik Field Station",5,0,3.2
"735",1990-06-05,"Toolik Field Station",2.6,0,3.5
"736",1990-06-06,"Toolik Field Station",-0.5,0,2.8
"737",1990-06-07,"Toolik Field Station",-1.1,2,4.6
"738",1990-06-08,"Toolik Field Station",-1.6,5.8,3.5
"739",1990-06-09,"Toolik Field Station",1.4,0.3,2.4
"740",1990-06-10,"Toolik Field Station",6.7,0,3
"741",1990-06-11,"Toolik Field Station",6.9,0,2.2
"742",1990-06-12,"Toolik Field Station",10.6,3,2.6
"743",1990-06-13,"Toolik Field Station",6.5,0.8,3.2
"744",1990-06-14,"Toolik Field Station",9.8,0.8,2.3
"745",1990-06-15,"Toolik Field Station",9.6,7.6,1.8
"746",1990-06-16,"Toolik Field Station",8.8,10.2,2
"747",1990-06-17,"Toolik Field Station",10.2,1.3,2.6
"748",1990-06-18,"Toolik Field Station",11.4,0.3,2.5
"749",1990-06-19,"Toolik Field Station",10.7,0,4.2
"750",1990-06-20,"Toolik Field Station",10.7,0,5.4
"751",1990-06-21,"Toolik Field Station",8.7,1.5,3.5
"752",1990-06-22,"Toolik Field Station",11.6,0,5.3
"753",1990-06-23,"Toolik Field Station",5.2,2.5,2.6
"754",1990-06-24,"Toolik Field Station",13.4,0,2.4
"755",1990-06-25,"Toolik Field Station",17.3,0,3.2
"756",1990-06-26,"Toolik Field Station",16.7,0,3.5
"757",1990-06-27,"Toolik Field Station",13.6,14.2,2.9
"758",1990-06-28,"Toolik Field Station",13,5.8,2.7
"759",1990-06-29,"Toolik Field Station",15.1,0,3.9
"760",1990-06-30,"Toolik Field Station",18.3,0,3.2
"761",1990-07-01,"Toolik Field Station",19.9,0,3.2
"762",1990-07-02,"Toolik Field Station",19.5,0.3,2.9
"763",1990-07-03,"Toolik Field Station",19.3,0,3.7
"764",1990-07-04,"Toolik Field Station",18.3,0,3.4
"765",1990-07-05,"Toolik Field Station",20.4,0,3.9
"766",1990-07-06,"Toolik Field Station",19.4,0,3.4
"767",1990-07-07,"Toolik Field Station",8.2,2.8,3.3
"768",1990-07-08,"Toolik Field Station",3,1,3.1
"769",1990-07-09,"Toolik Field Station",7.2,0,3.4
"770",1990-07-10,"Toolik Field Station",10.1,0,2.9
"771",1990-07-11,"Toolik Field Station",13,0,3
"772",1990-07-12,"Toolik Field Station",12.7,5.1,2.2
"773",1990-07-13,"Toolik Field Station",14.4,0,3.5
"774",1990-07-14,"Toolik Field Station",13.3,0,3.9
"775",1990-07-15,"Toolik Field Station",12.3,0,2.7
"776",1990-07-16,"Toolik Field Station",12,0.3,4.6
"777",1990-07-17,"Toolik Field Station",11.5,0.3,2.1
"778",1990-07-18,"Toolik Field Station",15.1,0,3.4
"779",1990-07-19,"Toolik Field Station",17.2,0,4.5
"780",1990-07-20,"Toolik Field Station",17.7,0,5.4
"781",1990-07-21,"Toolik Field Station",14.2,0.3,2.7
"782",1990-07-22,"Toolik Field Station",14.4,0,2.3
"783",1990-07-23,"Toolik Field Station",14.9,0,3.1
"784",1990-07-24,"Toolik Field Station",12.9,0,3.4
"785",1990-07-25,"Toolik Field Station",4.7,0.5,4.1
"786",1990-07-26,"Toolik Field Station",3.8,0.3,4
"787",1990-07-27,"Toolik Field Station",7.4,0,3.1
"788",1990-07-28,"Toolik Field Station",7,0.8,3.9
"789",1990-07-29,"Toolik Field Station",9.8,0.3,2.7
"790",1990-07-30,"Toolik Field Station",10.9,0.5,3.1
"791",1990-07-31,"Toolik Field Station",10.5,0,3.3
"792",1990-08-01,"Toolik Field Station",11.6,0,3.3
"793",1990-08-02,"Toolik Field Station",9.4,0,3.4
"794",1990-08-03,"Toolik Field Station",5.2,0,3.2
"795",1990-08-04,"Toolik Field Station",5.2,0.3,3.6
"796",1990-08-05,"Toolik Field Station",11.5,0,3.2
"797",1990-08-06,"Toolik Field Station",10.8,0,3.2
"798",1990-08-07,"Toolik Field Station",8.5,0,3.6
"799",1990-08-08,"Toolik Field Station",7.3,0,2.9
"800",1990-08-09,"Toolik Field Station",6.6,0,2.1
"801",1990-08-10,"Toolik Field Station",10.8,0,2.5
"802",1990-08-11,"Toolik Field Station",14.1,0,2.6
"803",1990-08-12,"Toolik Field Station",17.2,0,3.3
"804",1990-08-13,"Toolik Field Station",18.3,0,3.5
"805",1990-08-14,"Toolik Field Station",16.8,0,3.5
"806",1990-08-15,"Toolik Field Station",13.8,0.3,2.7
"807",1990-08-16,"Toolik Field Station",11.5,1.3,3.1
"808",1990-08-17,"Toolik Field Station",14.5,0,3.1
"809",1990-08-18,"Toolik Field Station",9.8,9.1,1.9
"810",1990-08-19,"Toolik Field Station",4.9,1.3,3.3
"811",1990-08-20,"Toolik Field Station",1.6,0,2.5
"812",1990-08-21,"Toolik Field Station",6.6,0,2.1
"813",1990-08-22,"Toolik Field Station",10.2,0,2.7
"814",1990-08-23,"Toolik Field Station",12.1,0,3
"815",1990-08-24,"Toolik Field Station",6.6,4.1,3.8
"816",1990-08-25,"Toolik Field Station",9,0,NA
"817",1990-08-26,"Toolik Field Station",10.1,0,NA
"818",1990-08-27,"Toolik Field Station",7.1,0,NA
"819",1990-08-28,"Toolik Field Station",2.3,0,NA
"820",1990-08-29,"Toolik Field Station",3.3,0,NA
"821",1990-08-30,"Toolik Field Station",5.8,0,NA
"822",1990-08-31,"Toolik Field Station",3.8,0,NA
"823",1990-09-01,"Toolik Field Station",-2.4,0,NA
"824",1990-09-02,"Toolik Field Station",-3.9,0,NA
"825",1990-09-03,"Toolik Field Station",-1.3,NA,NA
"826",1990-09-04,"Toolik Field Station",0.9,NA,NA
"827",1990-09-05,"Toolik Field Station",4.7,NA,NA
"828",1990-09-06,"Toolik Field Station",2.8,NA,NA
"829",1990-09-07,"Toolik Field Station",-2.5,NA,NA
"830",1990-09-08,"Toolik Field Station",-2.1,NA,NA
"831",1990-09-09,"Toolik Field Station",-5.1,NA,NA
"832",1990-09-10,"Toolik Field Station",-2,NA,NA
"833",1990-09-11,"Toolik Field Station",-0.7,NA,NA
"834",1990-09-12,"Toolik Field Station",1.7,NA,NA
"835",1990-09-13,"Toolik Field Station",4.5,NA,NA
"836",1990-09-14,"Toolik Field Station",4.3,NA,NA
"837",1990-09-15,"Toolik Field Station",1.4,NA,NA
"838",1990-09-16,"Toolik Field Station",1.7,NA,NA
"839",1990-09-17,"Toolik Field Station",3.7,NA,NA
"840",1990-09-18,"Toolik Field Station",4.1,NA,NA
"841",1990-09-19,"Toolik Field Station",1.9,NA,NA
"842",1990-09-20,"Toolik Field Station",-1.7,NA,NA
"843",1990-09-21,"Toolik Field Station",1.2,NA,NA
"844",1990-09-22,"Toolik Field Station",3.5,NA,NA
"845",1990-09-23,"Toolik Field Station",-0.4,NA,NA
"846",1990-09-24,"Toolik Field Station",-3.4,NA,NA
"847",1990-09-25,"Toolik Field Station",-3.4,NA,NA
"848",1990-09-26,"Toolik Field Station",-3.4,NA,NA
"849",1990-09-27,"Toolik Field Station",-4.8,NA,NA
"850",1990-09-28,"Toolik Field Station",-6.2,NA,NA
"851",1990-09-29,"Toolik Field Station",-4.8,NA,NA
"852",1990-09-30,"Toolik Field Station",-4.8,NA,NA
"853",1990-10-01,"Toolik Field Station",-8.2,0,NA
"854",1990-10-02,"Toolik Field Station",-9.6,0,NA
"855",1990-10-03,"Toolik Field Station",-6.2,0,NA
"856",1990-10-04,"Toolik Field Station",-2.7,2.5,NA
"857",1990-10-05,"Toolik Field Station",-2.1,0,NA
"858",1990-10-06,"Toolik Field Station",-1.9,0,NA
"859",1990-10-07,"Toolik Field Station",-1.3,0,NA
"860",1990-10-08,"Toolik Field Station",-2.2,0,NA
"861",1990-10-09,"Toolik Field Station",-5,0,NA
"862",1990-10-10,"Toolik Field Station",-1.3,0,NA
"863",1990-10-11,"Toolik Field Station",-2,0,NA
"864",1990-10-12,"Toolik Field Station",-4.3,0,NA
"865",1990-10-13,"Toolik Field Station",-8,0,NA
"866",1990-10-14,"Toolik Field Station",-10.9,0,NA
"867",1990-10-15,"Toolik Field Station",-12.1,0,NA
"868",1990-10-16,"Toolik Field Station",-12.1,0,NA
"869",1990-10-17,"Toolik Field Station",-8.1,0,NA
"870",1990-10-18,"Toolik Field Station",-6.7,0,NA
"871",1990-10-19,"Toolik Field Station",-3,0,NA
"872",1990-10-20,"Toolik Field Station",-7.7,0,NA
"873",1990-10-21,"Toolik Field Station",-14,0,NA
"874",1990-10-22,"Toolik Field Station",-20.9,0,NA
"875",1990-10-23,"Toolik Field Station",-24.4,0,NA
"876",1990-10-24,"Toolik Field Station",-21.7,0,NA
"877",1990-10-25,"Toolik Field Station",-20.9,0,NA
"878",1990-10-26,"Toolik Field Station",-21,0,NA
"879",1990-10-27,"Toolik Field Station",-16.9,2.5,NA
"880",1990-10-28,"Toolik Field Station",-15.7,0,NA
